RfcEmisor|NombreEmisor|RegimenFiscalEmisor|RfcReceptor|NombreReceptor|UsoCFDIReceptor|ClaveProdServConcepto|CantidadConcepto|ClaveUnidadConcepto|DescripcionConcepto|ValorUnitarioConcepto|ImporteConcepto|DescuentoConcepto|VersionNomina|TipoNominaNomina|FechaPagoNomina|FechaInicialPagoNomina|FechaFinalPagoNomina|NumDiasPagadosNomina|TotalPercepcionesNomina|TotalDeduccionesNomina|RegistroPatronalNominaEmisor|RfcPatronOrigenNominaEmisor|CurpNominaReceptor|NumSeguridadSocialNominaReceptor|FechaInicioRelLaboralNominaReceptor|AntigüedadNominaReceptor|TipoContratoNominaReceptor|SindicalizadoNominaReceptor|TipoJornadaNominaReceptor|TipoRegimenNominaReceptor|NumEmpleadoNominaReceptor|DepartamentoNominaReceptor|PuestoNominaReceptor|RiesgoPuestoNominaReceptor|PeriodicidadPagoNominaReceptor|BancoNominaReceptor|CuentaBancariaNominaReceptor|SalarioBaseCotAporNominaReceptor|SalarioDiarioIntegradoNominaReceptor|ClaveEntFedNominaReceptor|TotalSueldosNominaPercepciones|TotalGravadoNominaPercepciones|TotalExentoNominaPercepciones|TipoPercepcionNominaPercepcion|ClaveNominaPercepcion|ConceptoPercepcionNominaPercepcion|ImporteGravadoNominaPercepcion|ImporteExentoNominaPercepcion|TotalOtrasDeduccionesNominaDeducciones|TotalImpuestosRetenidosNominaDeducciones
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61|AaZz12345679Ññ!%&'´-|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61|MAS 01 19 99 RRC A|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61|RegistroAZaz019-áéíó|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61|%|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61|z|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61|0|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61||MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61|MAS595960B|XAMA620210DQ5|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61|MAS595960B|URE180429TM6|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61|MAS595960B||MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61|MAS595960B|H&E951128469|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61|MAS595960B|IAÑL750210963|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61|||MALR840505HJCRPM09||||09|No|01|99|6069|Desarrollo|Programador||04|002|1234567890|355.00||JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61|||MALR840505HJCRPM09||||99|No|01|05|6069|Desarrollo|Programador||04|002|1234567890|355.00||JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61||MAS0810247C0|MALR840505HJCRPM09||||09|No|01|05|6069|Desarrollo|Programador||04|002|1234567890|355.00||JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61||MAS0810247C0|MALR840505HJCRPM09||||10|No|01|05|6069|Desarrollo|Programador||04|002|1234567890|355.00||JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|11729.68|11729.68|1777.61|1.2|O|2016-01-14|2017-01-01|2017-01-15|15.333|11504.45|1777.61||MAS0810247C0|MALR840505HJCRPM09||||99|No|01|05|6069|Desarrollo|Programador||04|002|1234567890|355.00||JAL|11504.45|10609.60|894.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|40125.02|40125.02|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|39899.79|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|35884.94|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|100125.37|100125.37|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|99900.14|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|95885.29|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|100125.37|100125.37|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|99900.14|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|95885.29|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|100125.37|100125.37|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|99900.14|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|95885.29|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|100125.37|100125.37|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|99900.14|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|95885.29|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|100125.37|100125.37|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|99900.14|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|95885.29|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|100125.37|100125.37|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|99900.14|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|95885.29|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|100125.37|100125.37|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|99900.14|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|95885.29|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|100125.37|100125.37|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|99900.14|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|95885.29|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|100125.37|100125.37|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|99900.14|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|95885.29|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|100125.37|100125.37|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|99900.14|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|95885.29|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|100125.37|100125.37|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|99900.14|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|95885.29|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|100125.37|100125.37|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|99900.14|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|95885.29|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
LAN7008173R5|CINDEMEX SA DE CV|601|AAQM610917QJA|Nombre Receptor Pruebas|G01|84111505|1|ACT|Pago de nómina|100125.37|100125.37|1777.61|1.2|O|2016-01-14|2016-01-01|2016-01-15|15.333|99900.14|1777.61|MAS595960B|MAS0810247C0|MALR840505HJCRPM09|30038010705|2015-03-10|P10W|01|No|01|02|6069|Desarrollo|Programador|1|04|002|1234567890|355.00|455.00|JAL|11219.20|95885.29|4014.85|001|AA4503C|Sueldo|9019.20|515.16|295.66|1481.95
